oclc,authorName,authorDates,ENDFullTitle,pubLocationStatement,pubDateTranscribed,format,formatStatement,generalNotes,paratextTitleControlled,paratext,epigraphBoolean,narrativeFormPrimary,narrativeFormAdditional,nonProseForms,inscriptionBoolean,marginaliaBoolean,translationClaimControlled,titleOtherWorks,titleNouns,titleAdjectives,titlePlaces,titleNames,titleVerbs,titleObjects,titleAdverbs,catalogedBy,Column,Column 29,Column 30,Column 31
260701,"Richardson, Samuel,",1689-1761.,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life and particularly shewing, the distresses that may attend the misconduct both of parents and children, in relation to marriage. Published by the editor of Pamela. Vol. I.",London :,1748,Duodecimo,,"Vols. 3-7 have variant imprint: London : Printed by S. Richardson : And sold by John Osborn ... Andrew Millar ... J. and Ja. Rivington ... and by J. Leake, at Bath, 1748., Vol. 2 incl. 1 folded leaf of plates facing p. 50, with words and music of verses 14-16 of ""Ode to widsom"".","Preface, Character information, To the reader, Errata",,0,Epistolary,,,1,0,,,"history, lady, concerns, life, distresses, misconduct, parents, children, marriage, editor, history, lady, concerns, life, distresses, misconduct, parents, children, marriage, editor, history, lady, concerns, life, distresses, misconduct, parents, children, marriage, editor, history, lady, concerns, life, distresses, misconduct, parents, children, marriage, editor, history, lady, concerns, life, distresses, misconduct, parents, children, marriage, editor, history, lady, concerns, life, distresses, misconduct, parents, children, marriage, editor, history, lady, concerns, life, distresses, misconduct, parents, children, marriage, editor","young, important, private, young, important, private, young, important, private, young, important, private, young, important, private, young, important, private, young, important, private",,"Clarissa, Pamela, Clarissa, Pamela, Clarissa, Pamela, Clarissa, Pamela, Clarissa, Pamela, Clarissa, Pamela, Clarissa, Pamela",,,,,,,,
260702,"Haywood, Eliza Fowler,",1693?-1756.,"Secret histories, novels, and poems. Written by Mrs. Eliza Haywood. Vol. IV. Containing, I. The rash resolve: or, the untimely discovery. A novel. II. The masqueraders: or, fatal curiosity; being the secret history of a late amour. III. Lasselia: or, the self-abandon'd. A novel. IV. The force of nature: or, the lucky disappointment. A novel. The fourth edition.",London :,1742,Duodecimo,,"Title page transcription from NUC pre-1956 and Whicher, G.F.  Haywood, p. 176-177., Each section is preceded by a half title.","Dedication, Letter",,1,Third-person,Epistolary,,0,0,,,"history, novel, poem, resolve, discovery, novel, masquerader, curiosity, history, amour, self-abandon'd, novel, force, nature, disappointment, novel, edition, resolve, discovery, novel, part","Secret, rash, untimely, fatal, secret, late, lucky, fourth, rash, untimely, two",,"Mrs. Eliza Haywood, , Lasselia, , Mrs. Eliza Haywood, ",,,,,,,,
260703,"Haywood, Eliza Fowler,",1693?-1756.,The adventures of Natura,London :,1748,Duodecimo,,"Published anonymously.  By Eliza Haywood.  Cf. Whicher, G.F.  Haywood, p. 190., Advertisements on p. [2] and [4] (first count) and on last page.",Introduction,,0,Third-person,,,1,0,,,"life, progress, passion, adventure, author, fortunate, foundling",,,Natura,,,,,,,,
260704,"Haywood, Eliza Fowler,",1693?-1756.,The adventures of Natura,London :,1748,Duodecimo,,"Published anonymously.  By Eliza Haywood.  Cf. Whicher, G.F.  Haywood, p. 190., Advertisements on p. [2] and [4] (first count) and on last page.","Table of contents, Introduction",,0,Third-person,,,1,0,,,"life, progress, passion, adventure, author, fortunate, foundling",,,Natura,,,,,,,,
260705,,,"The unfortunate concubines. The history of fair Rosamond, mistress to Henry II. And Jane Shore, concubine to Edward IV, King of England. Shewing how they came to be so. With their lives, remarkable actions, and unhappy ends. Extracted from eminent records, and the whole illustrated with cuts suitable to each subject. ( Price bound one shilling)",London :,1748,Duodecimo,,"P. [iv], [105], [108], and [156] misnumbered vi, 135, 188, and 165 respectively., Vertical chain-lines., Caption on frontispiece reads:  To be the best beloved of a king, -- I vainly thought to be so vain a thing -- That I, to gratify his lustful pleasure, -- To his embraces gave my virgin treasure., Advertisements on p. [1] and [4] (first count), p. [1-2] (second count) and on last page.",Preface,,0,Third-person,"First-person, Letter(s), Poem(s)",,0,0,,,"concubine, history, mistress, concubine, life, action, end, record, whole, cut, subject, Price, shilling)","unfortunate, fair, remarkable, unhappy, eminent, bound, one",,"Rosamond, , Henry II, , Jane Shore, , Edward IV, King of England, ",,,,,,,,
260706,"Fielding, Henry,",1707-1754.,"The history of Tom Jones, a foundling. In six volumes. By Henry Fielding, Esq;",London,1749,Duodecimo,In six volumes.,"First edition leaves v. 1, B9-10, v. 2, B4-5, N12, v. 3, H8-10, M3, Q11, v. 4, B1, v. 5, N8, cancels.  Cf. Fielding, H.  Tom Jones, ed. by F. Bowers (1975) v. 1, p. lxxii-lxxiv.","Dedication, Table of contents","Takes form of a letter. Requests protection and patronage, notes Lyttleton's reluctance to grant them and ascribes this to modesty. Includes following line: ""I will detain you, Sir, no longer. Indeed I have run into a Preface, while I professed to write a Dedication."", Each book and chapter is appended by a one-sentence description or summary. Some appear satirical (e.g. ""Containing matters which will surprize the reader,"" ""Containing what the reader may perhaps expect to find in it,"" etc.).",1,Third-person,First-person,,0,0,,,"History, Foundling, Volume, Esq",,,"Tom Jones, Henry Fielding, Esq;",,,,,,,,
260707,"Fielding, Henry,",1707-1754.,"The history of Tom Jones, a foundling. Vol. VI. By Henry Fielding, Esq.",London,1749,Duodecimo,In six volumes.,"The second edition.  Cf. Cross, W.L.   Fielding, v. 3, p. 316-317.","Table of contents, Table of contents, Table of contents, Table of contents, Table of contents, Table of contents, Dedication, Letter","First sentence reads: Sir, notwithstanding your constant refusal, when I have asked leave to prefix your name to this dedication, I must still insist on my right to desire your protection of this work., Signed Sir, your most obliged, obedient humble servant, Henry Fielding.",1,Third-person,"First-person, Poem(s)",,0,0,,,"history, foundling, history, foundling, history, foundling, history, foundling, history, foundling, history, foundling",,,"Tom Jones, Henry Fielding, Esq., Tom Jones, Henry Fielding, Esq., Tom Jones, Henry Fielding, Esq., Tom Jones, Henry Fielding, Esq., Tom Jones, Henry Fielding, Esq., Tom Jones, Henry Fielding, Esq., Henry Fielding, Esq.",,,,NAA 5/18/2011 Swarthmore College,,,,
260708,"Fielding, Henry,",1707-1754.,"The history of Tom Jones, a foundling. Vol. VI. By Henry Fielding, Esq.",London :,1749,Duodecimo,In six volumes.,"The second edition.  Cf. Cross, W.L.   Fielding, v. 3, p. 316-317.","Bookplate reads ""Mary Lady Hervey."", Table of contents, Dedication, Letter, Table of contents, Table of contents, Table of contents, Table of contents, Table of contents",,1,Third-person,"First-person, Poem(s)",,1,1,,,"history, foundling, history, foundling, history, foundling, history, foundling, history, foundling, history, foundling",,,"Tom Jones, Henry Fielding, Esq, Tom Jones, Henry Fielding, Esq, Tom Jones, Henry Fielding, Esq, Tom Jones, Henry Fielding, Esq, Tom Jones, Henry Fielding, Esq, Tom Jones, Henry Fielding, Esq",,,,,,,,
260709,"Fielding, Sarah,",1710-1768.,"The governess; or, little female academy. Being the history of Mrs. Teachum, and her nine girls. With their nine days amusement. Calculated for the entertainment and instruction of young ladies in their education. By the author of David Simple.",London :,1749,Duodecimo,,"Written by Sarah Fielding., Caption title: The history of Mistress Teachem, and her nine scholars., ""The Design of the following sheets is to endeavour to cultivate an early Inclination to Benevolence, and a Love of Virtue, in the Minds of young Women ..."" -- dedication, p. [iii]., Publisher's advertisements on p. [1]-[5] at end.","Preface, Dedication, Letter",,0,Third-person,First-person,,0,0,,,"governess, academy, history, girl, day, amusement, entertainment, instruction, lady, education, author","little, female, nine, nine, young",,"Mrs. Teachum, , David Simple, ",,,,,,,,
260710,,,"Dalinda: or, the double mariage. Being the genuine history of a very recent and interesting adventure. Addressed to all the young and gay of both sexes.",London :,1749,Duodecimo,,"A novel based on the affair between T.E. Cresswell and Eliza Scrope.  Attributed to Mrs. Haywood.  Cf. Whicher, G.F.  Life and romances of Mrs. Eliza Haywood, p. 94.","Preface, To the reader",,1,Third-person,Epistolary,,1,1,,,"governess, academy, history, girl, day, amusement, entertainment, instruction, lady, education, author","little, female, nine, nine, young",,"Mrs. Teachum, David Simple",,,,,,,,
260711,,,"The history of the human heart: or, the adventures of a young gentleman.",London :,1749,Duodecimo,,,Introduction,,0,Third-person,"Epistolary, First-person",,0,1,,,"history, heart, adventure, gentleman","human, young",,,,,,,,,,
260712,"Fielding, Sarah,",1710-1768.,"The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I.",London :,1744,Duodecimo,,Published anonymously. By Sarah Fielding. Cf. Halkett & Laing (2nd ed.),"Advertisement, To the reader",,0,Third-person,,,0,0,,,"adventure, account, travel, city, search, friend, lady, volume, adventure, account, travel, city, search, friend, lady, volume","real, two, real, two","London, Westminster, , London, Westminster, ","David Simple, , David Simple",,,,,,,,
260713,"Fielding, Sarah,",1710-1768.,"The adventures of David Simple: containing an account of his travels through the cities of London and Westminster, in the search of a real friend. By a lady. In two volumes. Vol. I.",London :,1744,Duodecimo,,Published anonymously. By Sarah Fielding. Cf. Halkett & Laing (2nd ed.),"Advertisement, To the reader",,0,Third-person,,,1,0,,,"adventure, account, travel, city, search, friend, lady, adventure, account, travel, city, search, friend, lady","real, real","London, , Westminster, , London, , Westminster, ","David Simple, , David Simple, ",,,,,,,,
260715,"Fielding, Henry,",1707-1754.,Miscellanies by Henry Fielding Esq; in three volumes.,London :,1743,Octavo,In three volumes.,"Collective title page appears only in vol. 1.  Each v. has special t.p., List of subscribers: vol. 1, p. [5-13].","Preface, Table of contents",,0,Epistolary,"Poem(s), Essay(s), First-person",,0,0,,,"copy, will, testament, note, publisher, miscellany, miscellany, miscellany, journey, world, miscellany, life","authentic, last, explanatory, great","Dublin, ","Reverend Dr. Swift Dean of St. Patrick's, , Henry Fielding, Esq., Henry Fielding, Esq., Henry Fielding, Esq., Mr. Jonathan Wild, Henry Fielding, Esq.",,,,,,,,
260716,"Hamilton, Elizabeth,",1758-1816.,,"London,",1811,,,"A work of fiction, describing the prevalent customs and manners of England, under the name of a supposed Hindoo [Seeta Juin Zāārmilla""--Watt, Bibl. brit.",,,0,,,,0,0,,,,,,,,,,,,,,
260717,,,"The history of Charlotte Summers, the fortunate parish girl. In two volumes. Vol. I.",London :,1749,Duodecimo,,"Date of publication taken from NCBEL II, 996.",,,0,First-person,,,0,0,,,"history, parish, girl, volume","fortunate, two",,Charlotte Summers,,,,,,,,
260719,"Prévost, abbé,",1697-1763.,"The history of a fair Greek, who was taken out of a seraglio at Constantinople.",London:,1741,Duodecimo,,Translation of: Histoire d'une grecque modern.,Preface,,0,First-person,,,1,0,,,"history, Greek, seraglio, ambassador, adventure, slave, Almoner","fair, late, surprising, several, other, serene, highness","Constantinople, Paris, , Ottoman Port, ","Abbot Provost, , Prince of Conti, ",,,,,,,,
260720,"Fielding, Henry,",1707-1754.,"The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams. Written in imitation of the manner of Cervantes, author of Don Quixote. By Henry Fielding, Esquire. The third edition, illustrated with cuts. In two volumes. Vol. I.",London :,1743,Duodecimo,In two volumes.,"Edition statement precedes the words: in two volumes., Advertisement: [2] p. at end of v. 1., Multiple illustrated pages present in both volumes.",Preface,,0,Third-person,Epistolary,,0,0,,,"history, adventure, friend, imitation, manner, author, edition, cut, volume, history, adventure, friend, imitation, manner, author, edition, cut, volume","third, illustrated, two, third, illustrated, two",,"Joseph Andrews, , Mr. Abraham Adams, , Cervantes, , Don Quixote, , Henry Fielding, Esquire, , Joseph Andrews, , Mr. Abraham Adams, , Cervantes, , Don Quixote, , Henry Fielding, Esquire, ",,,", ",,,,,
260721,"Fielding, Henry,",1707-1754.,"The history of the adventures of Joseph Andrews, and of his friend Mr. Abraham Adams. Written in imitation of the manner of Cervantes, author of Don Quixote. In two volumes. Vol. I.",London:,1742,Duodecimo,In two volumes.,"Published anonymously.  Author's name appears on later editions., Vol. 1: xix, [1], 306 [i.e. 308], [4] p.; v. 2: [4], 310, [2] p., Page 308 of v. 1 wrongly numbered 306; p. 214 and 267 of v. 2 wrongly numbered 241 and 276., Advertisements: [4] p. at end of v. 1; [1] p. at beginning and [2] p. at end of v. 2.","Preface, Errata",,0,Third-person,Epistolary,,1,0,,,"history, adventure, friend, imitation, manner, author, history, adventure, friend, imitation, manner, author",,,"Joseph Andrews, , Mr. Abraham Adams, , Cervantes, , Don Quixote, , Joseph Andrews, , Mr. Abraham Adams, , Cervantes, , Don Quixote, ",,,,,,,,
